sentence,language,contributor_id,gender,age_group,voice_clip,duration,Region
Ndowooza okirabye nti omwana oyo tamanyi kuwandiika?,Luganda,743,Male,18-29,yogera_text_audio_20240426_102929.296765_2186.wav,0.001111111,Central
Abasomesa b'ebyobulunzi n'obuvubi basaana bayige enkwata y'abalunzi.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095825.879599_2050.wav,0.0025,Central
Gavumenti yataddewo akakiiko akalondoola emirimu ja minisitule y'ebyobulamu mu disitulikiti yaffe.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092412.713089_2242.wav,0.001666667,Central
Obulwadde bwa mukenenya tebukyatiisa nnyo ennaku zino.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092832.973522_2229.wav,0.001111111,Central
Kya mugaso okubeera n'amaterekero g'omusaayi mu disitulikiti zonna okwetooloola eggwanga.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083908.193989_2296.wav,0.001388889,Central
Ddala kiki ekireetera abaana abo okulwawo okutuuka ku ssomero.,Luganda,745,Male,18-29,yogera_text_audio_20240426_094800.217522_2207.wav,0.001111111,Central
Abantu abamu tebaagala kwegemesa kyokka nga balwadde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_094045.275797_2237.wav,0.001111111,Central
Bw'oba okolola n'olaba omusaayi ddukirawo mu ddwaliro kuba tekisangika.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093327.269315_2299.wav,0.001388889,Central
Abazadde baalowooza nti amasomero ag’obwannannyini gawa okuyiga okw’omutindo omulungi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102308.561243_2126.wav,0.001666667,Central
Twagala gavumenti etuyambe ku birime ebiri ku kidibo.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102135.010856_2407.wav,0.000833333,Central
Myezi ki egisinga obulungi okusimbiramu kasooli?,Luganda,743,Male,18-29,yogera_text_audio_20240426_094739.734453_2077.wav,0.001111111,Central
Abazadde batandise okusonda ssente z'okugula bbaasi y'essomero.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093659.629386_2201.wav,0.001111111,Central
Mu ndagaano abalimi gye baakola mwalimu ki?,Luganda,743,Male,18-29,yogera_text_audio_20240426_092707.188580_2420.wav,0.000833333,Central
Kyetaagisa ssente nnyingi okuddukanya obulungi eby'obulamu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091842.545170_2314.wav,0.001111111,Central
Emmwanyi eziri awaka zitera okubaamu obucupa.,Luganda,743,Male,18-29,yogera_text_audio_20240426_100929.300824_2401.wav,0.001111111,Central
Abalwadde abalimu ekiddukano bayinza okukiggya mu mmere etaliimu nnyo bigonza lubuto.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102411.650782_2273.wav,0.001944444,Central
Omusawo yatusomesezza ku bye tulina okulya.,Luganda,738,Male,18-29,yogera_text_audio_20240426_090245.209949_2305.wav,0.000833333,Central
Akatale k'embwa okimanyi nti mu ggwanga kangi?,Luganda,743,Male,18-29,yogera_text_audio_20240426_100358.046761_2383.wav,0.000833333,Central
Emmwanyi eziri awaka zitera okubaamu obucupa.,Luganda,738,Male,18-29,yogera_text_audio_20240426_081459.429100_2401.wav,0.001388889,Central
Omwana omuto alina okulisibwa obulunji okwewala endwadde z'olukonvuba .,Luganda,743,Male,18-29,yogera_text_audio_20240426_104935.117032_2292.wav,0.001944444,Central
Emmotoka eyabadde etwala abayizi okulambula yagudde naye kyamukisa tewali yafudde.,Luganda,738,Male,18-29,yogera_text_audio_20240426_084836.269015_2200.wav,0.0025,Central
Omubisi gw'enjuki guyamba omubiri mu kulwanyisa endwadde nga ekiddukano.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092707.170922_2283.wav,0.002222222,Central
Ebijanjaalo byetaaga okufuuyirwa emirundi waakiri ebiri.,Luganda,738,Male,18-29,yogera_text_audio_20240426_083301.353954_2068.wav,0.001666667,Central
Olina okumanya obulungi bw'omusaayi n'amazzi byolina mu mubiri.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103107.913846_2300.wav,0.001388889,Central
Eddagala eryo lisigala mu nnyaanya okumala wiiki nga bbiri.,Luganda,745,Male,18-29,yogera_text_audio_20240426_101759.292837_2071.wav,0.001111111,Central
Abayizi abamu batuuka kikereezi ku ssomero kubanga basooka kukola mirimu ewaka.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102246.375478_2132.wav,0.001388889,Central
Emirembe gibula ng'ente tennaba kuzaala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095504.533502_2335.wav,0.000833333,Central
Minista w'ebyenjigiriza yaweze amasomero kikumi mu munaana agatalina bisaanyizo.,Luganda,743,Male,18-29,yogera_text_audio_20240426_085629.796374_2134.wav,0.001666667,Central
Buuza omulimisa akubuulire kye weetaaga.,Luganda,738,Male,18-29,yogera_text_audio_20240426_094850.341450_2034.wav,0.001111111,Central
Abalunda embizzi beeraliikirivu olw'omusujja oguwuliddwa ku muliraano.,Luganda,738,Male,18-29,yogera_text_audio_20240426_095026.833966_2096.wav,0.001944444,Central
Abalimi bayita mu mbeera ki eyo mu byalo?,Luganda,745,Male,18-29,yogera_text_audio_20240426_093445.824477_2408.wav,0.000833333,Central
Njagala nsige nga bukyali nneme kwekwasa nsonga yonna.,Luganda,738,Male,18-29,yogera_text_audio_20240426_082340.202805_2379.wav,0.001111111,Central
Lagira abaana balonderonde kasasiro mu nnimiro eyo.,Luganda,738,Male,18-29,yogera_text_audio_20240426_094451.580927_2402.wav,0.001388889,Central
Bwe ntunuulira abalimi bonna ndaba bamalirivu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_100348.902382_2107.wav,0.001111111,Central
Katikkiro yasabye gavumenti amasomera gatandike okusomesa mu nnimi ennansi.,Luganda,745,Male,18-29,yogera_text_audio_20240426_093831.287609_2213.wav,0.001666667,Central
Mpa ku mannya g'abalimi bonna abali mu ggombolola.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092029.159839_2373.wav,0.000833333,Central
Miti ki emirungi okusimba?,Luganda,745,Male,18-29,yogera_text_audio_20240426_092926.044991_2073.wav,0.000555556,Central
Okulima kwannema ettaka ne ndipangisa abalina amaanyi.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102929.305380_2026.wav,0.001111111,Central
Nze kati mmanyi okwejjanjabira ente zange.,Luganda,745,Male,18-29,yogera_text_audio_20240426_094125.339491_2332.wav,0.000833333,Central
Mu mambuka ga Uganda tewali byanjigiriza birungi. Abaana n'abasomesa tebafuna bikozesebwa bimala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103234.544773_2143.wav,0.001944444,Central
Bulijjo tebakimanyi nti mukyala wa Pulezindenti ate ye minisita w'ebyenjigiriza.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093327.295543_2172.wav,0.001388889,Central
Kyetaagisa ssente nnyingi okuddukanya obulungi eby'obulamu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_105154.938948_2314.wav,0.001111111,Central
Abaana balina okusomesebwa ku ngeri y'okwewalamu akawuka ka siriimu ne basigala nga balamu.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092418.246708_2318.wav,0.001666667,Central
Amenvu ge'mbarara gabeera manene.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102512.099946_2043.wav,0.000555556,Central
Abazadde batandise okusonda ssente z'okugula bbaasi y'essomero.,Luganda,743,Male,18-29,yogera_text_audio_20240426_103107.897118_2201.wav,0.001111111,Central
Poliisi yakutte omusomesa eyasobezza ku muwala w'omukulu w'essomero.,Luganda,738,Male,18-29,yogera_text_audio_20240426_084122.435989_2177.wav,0.001666667,Central
Abaana abasinga mu byaalo tebasomera mu ngatto.,Luganda,738,Male,18-29,yogera_text_audio_20240426_102434.651213_2138.wav,0.000833333,Central
Basuubuzi ki abasinga okusuubula ebijanjaalo mu Uganda?,Luganda,743,Male,18-29,yogera_text_audio_20240426_105154.929370_2078.wav,0.001111111,Central
Bwe mmanya gye batunda ebigimusa ebirungi mba mmaze.,Luganda,738,Male,18-29,yogera_text_audio_20240426_093331.666372_2339.wav,0.001388889,Central
Uganda nayo eri ku mwanjo mu kulima emmwanyi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_082733.821512_2036.wav,0.001111111,Central
Abaana balina okusomesebwa ku ngeri y'okwewalamu akawuka ka siriimu ne basigala nga balamu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094334.861960_2318.wav,0.002222222,Central
Tulina abalwadde basatu mu nnyumba emu!,Luganda,743,Male,18-29,yogera_text_audio_20240426_102246.368993_2272.wav,0.000555556,Central
Abalunzi abalina ente ennyingi bali mu ssente.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091812.296547_2109.wav,0.001111111,Central
Ssinga onyumya n'abalimi abawera ojja naawe kuyiga.,Luganda,743,Male,18-29,yogera_text_audio_20240426_093838.235718_2363.wav,0.000833333,Central
Abazungu abasooka okujja basanga obuzibu bw'amaanyi okusomesa abaddugavu.,Luganda,743,Male,18-29,yogera_text_audio_20240426_092412.733606_2219.wav,0.001111111,Central
Okuwakana ennyo mu balunzi kya bulabe.,Luganda,738,Male,18-29,yogera_text_audio_20240426_100348.895701_2394.wav,0.000833333,Central
Ente yange leero tempadde mata mangi.,Luganda,743,Male,18-29,yogera_text_audio_20240426_101054.174550_2331.wav,0.000833333,Central
oluusi abasawo bamanyi okusuubiza okuteeka ebikola wansi singa baba tebongezeddwa misaala.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102929.286677_2254.wav,0.0025,Central
Obulwadde bwa mukenenya tebukyatiisa nnyo ennaku zino.,Luganda,745,Male,18-29,yogera_text_audio_20240426_094800.180080_2229.wav,0.001111111,Central
Bulijjo tebakimanyi nti mukyala wa Pulezindenti ate ye minisita w'ebyenjigiriza.,Luganda,745,Male,18-29,yogera_text_audio_20240426_094125.361107_2172.wav,0.001388889,Central
Oyo omuyizi mugezi mu kibiina ate amanyi n'okusamba omupiira.,Luganda,743,Male,18-29,yogera_text_audio_20240426_091232.742206_2192.wav,0.001388889,Central
Essomero lyakozesebwa okukumiramu abalwadde b'akawuka ka ssenyiga omukambwe.,Luganda,738,Male,18-29,yogera_text_audio_20240426_090119.543515_2268.wav,0.001666667,Central
Abasawo b'ebisolo bayambye abalunzi okwetooloola eggwanga lyonna.,Luganda,743,Male,18-29,yogera_text_audio_20240426_095619.133714_2250.wav,0.001666667,Central
Obutafaayo bwa gavumenti ku balimi nakyo kibaleetedde okuggwaamu essuubi.,Luganda,738,Male,18-29,yogera_text_audio_20240426_085438.230885_2122.wav,0.001388889,Central
Ente zange nze kennyini nze nzitemera ebisagazi ne zirya.,Luganda,743,Male,18-29,yogera_text_audio_20240426_102246.382213_2391.wav,0.001388889,Central
Abasawo bandifuna obulwadde singa tebegendereza.,Luganda,743,Male,18-29,yogera_text_audio_20240426_094504.806250_2265.wav,0.000833333,Central
Ennyange tezikyalabika mu nte zange.,Luganda,738,Male,18-29,yogera_text_audio_20240426_092817.293900_2396.wav,0.000833333,Central
Ssaawa ki ez'okulambuliramu abalwadde mu ddwaliro?,Luganda,743,Male,18-29,yogera_text_audio_20240426_102411.642494_2275.wav,0.000833333,Central
Nneetaaga emmotoka z'ensujju nga kkumi buli wiiki naye ssiziraba.,Luganda,738,Male,18-29,yogera_text_audio_20240426_091029.005855_2028.wav,0.001666667,Central
Oyo awulira nti tayagala balimi ayogere.,Luganda,738,Male,18-29,yogera_text_audio_20240426_082733.814941_2417.wav,0.001111111,Central
Basuubuzi ki abasinga okusuubula ebijanjaalo mu Uganda?,Luganda,745,Male,18-29,yogera_text_audio_20240426_084719.803640_2078.wav,0.001111111,Central
Abalwadde abamu bakambuwalira abasawo.,Luganda,738,Male,18-29,yogera_text_audio_20240426_090245.183373_2263.wav,0.000833333,Central
Naye lwaki abasomesa basasulwa omusaala mutono ate ne gulwayo?,Luganda,745,Male,18-29,yogera_text_audio_20240426_093831.269249_2129.wav,0.001111111,Central
Bwe mmanya gye batunda ebigimusa ebirungi mba mmaze.,Luganda,745,Male,18-29,yogera_text_audio_20240426_102102.806196_2339.wav,0.000833333,Central
Njagala amakungula gasange nga nnina oluggya olunene.,Luganda,747,Female,30-39,yogera_text_audio_20240426_095502.653931_2353.wav,0.001388889,Central
Abalimi bave mu kwekangabiriza nga bamanyi eky'okukola.,Luganda,747,Female,30-39,yogera_text_audio_20240426_110926.820524_2421.wav,0.001111111,Central
Okolaganye otya ne balimi banno?,Luganda,735,Female,30-39,yogera_text_audio_20240426_093114.527595_2110.wav,0.000833333,Central
Kika kya muwogo ki ekisinga obutalumbibwa ndwadde?,Luganda,742,Female,30-39,yogera_text_audio_20240426_110335.047564_2074.wav,0.001666667,Central
Omuze gw'ebisiyaza gugenze gukendeera mu masomero.,Luganda,742,Female,30-39,yogera_text_audio_20240426_112149.690276_2168.wav,0.001111111,Central
Minisita w'ebyobulimi ye mugenyi omukulu leero.,Luganda,742,Female,30-39,yogera_text_audio_20240426_105018.375758_2025.wav,0.000833333,Central
Twali tukimanyi oyo omwana tagenda kuyita kugenda mu kibiina kiddako.,Luganda,747,Female,30-39,yogera_text_audio_20240426_110421.597757_2204.wav,0.001666667,Central
Ennaku zino abazadde tebakyettanira nnyo masomero mu disitulikiti y'e Kampala oba Wakiso.,Luganda,735,Female,30-39,yogera_text_audio_20240426_090904.827002_2158.wav,0.001388889,Central
Kigambibwa mbu embizzi terumwa musota.,Luganda,747,Female,30-39,yogera_text_audio_20240426_101046.720289_2049.wav,0.001388889,Central
Obudde bw'azanyiramu bwakugenda ku ssomero.,Luganda,735,Female,30-39,yogera_text_audio_20240426_103413.075387_2182.wav,0.000833333,Central
Abaana baayise nnyo okubala kyokka nebagwa oluzungu.,Luganda,742,Female,30-39,yogera_text_audio_20240426_090716.202548_2212.wav,0.001388889,Central
Kigambibwa mbu embizzi terumwa musota.,Luganda,735,Female,30-39,yogera_text_audio_20240426_091821.599918_2049.wav,0.001944444,Central
Ab'ebyobulamu bagamba ebintu ebiwomelera bye birwaza abaana amannyo.,Luganda,742,Female,30-39,yogera_text_audio_20240426_124819.554218_2223.wav,0.001944444,Central
Linda obusa buwole olyoke obusse ku kitooke.,Luganda,727,Female,30-39,yogera_text_audio_20240425_112856.745714_2330.wav,0.001388889,Central
Abaagala okwesimbawo ku lukiiko olufuga abalimi beewandiise nga bukyali.,Luganda,727,Female,30-39,yogera_text_audio_20240425_104021.402508_2055.wav,0.002222222,Central
Gavumenti tefuddeeyo kuwa balimi nsingo ya kasooli ntuufu.,Luganda,735,Female,30-39,yogera_text_audio_20240426_103540.416252_2063.wav,0.001944444,Central
Bw'oba wakwekebeza ndwadde y'obukaba ng'oli mufumbo genda ne mukyala wo.,Luganda,747,Female,30-39,yogera_text_audio_20240426_095050.192549_2276.wav,0.001944444,Central
Tekyandiba kirungi omuzadde okutwala omwana mu ssomero gyatasobola kusasula bisale.,Luganda,747,Female,30-39,yogera_text_audio_20240426_095750.768874_2157.wav,0.002222222,Central
Enkolagana ennungi mu balimi ebayamba okunoonya obutale.,Luganda,727,Female,30-39,yogera_text_audio_20240425_105052.230027_2033.wav,0.002222222,Central
Ssente mmeka ezirina okulima yiika y'entula?,Luganda,742,Female,30-39,yogera_text_audio_20240426_103034.369418_2057.wav,0.001666667,Central
Ku ssabbiiti funayo eddundiro lyonna olirambule weeyongereko okuyiga.,Luganda,735,Female,30-39,yogera_text_audio_20240426_085842.767354_2385.wav,0.002222222,Central
Omusomo gw'emmwanyi gugenda kumala nnaku mmeka?,Luganda,728,Female,30-39,yogera_text_audio_20240425_080444.937662_2092.wav,0.001388889,Central
Osobola otya okubeera ne balimi banno mu ddembe?,Luganda,742,Female,30-39,yogera_text_audio_20240426_103738.358041_2412.wav,0.001388889,Central
Ekitongole kya disitulikiti eky'ebyobulamu kizzizzaamu abasawo amaanyi.,Luganda,742,Female,30-39,yogera_text_audio_20240426_085750.344326_2255.wav,0.002777778,Central
Teweesiba ku balimi batalina gye bakutwala.,Luganda,735,Female,30-39,yogera_text_audio_20240426_101042.639762_2392.wav,0.001111111,Central
E ddwaliro ly'e Mulago lyaweereddwa ebitanda ebipya emitwalo ebiri.,Luganda,728,Female,30-39,yogera_text_audio_20240425_095350.820369_2231.wav,0.002222222,Central
Nze mikwano gyange kati abasinga balimi.,Luganda,727,Female,30-39,yogera_text_audio_20240425_113228.381127_2400.wav,0.001111111,Central
Omusomesa ono by'asomesa tabitegeera yadde.,Luganda,728,Female,30-39,yogera_text_audio_20240425_090843.685719_2214.wav,0.001111111,Central
Mu mambuka ga Uganda tewali byanjigiriza birungi. Abaana n'abasomesa tebafuna bikozesebwa bimala.,Luganda,735,Female,30-39,yogera_text_audio_20240426_084831.221484_2143.wav,0.002222222,Central
Abakulu okuva mu minisitule y'ebyobulamu bazze okutusomesa ku kawuka akaleeta siriimu.,Luganda,735,Female,30-39,yogera_text_audio_20240426_083811.742098_2169.wav,0.002222222,Central
Abasawo bali mu katyabaga k'okufuna obulwadde.,Luganda,742,Female,30-39,yogera_text_audio_20240426_102622.900280_2249.wav,0.001111111,Central
Ebitabo byonna gavumenti byeyatuwadde ate abakulu b'essomero babitunze.,Luganda,735,Female,30-39,yogera_text_audio_20240426_092629.352777_2222.wav,0.001388889,Central
Sooka weeyambule amasuuti okkirire mu nnimiro.,Luganda,735,Female,30-39,yogera_text_audio_20240426_081438.507219_2347.wav,0.001111111,Central
Nandyagadde okulima naye ssirina ttaka.,Luganda,742,Female,30-39,yogera_text_audio_20240426_093624.271728_2102.wav,0.001111111,Central
Yaddamu dda okulya omusawo bye yamugaana!,Luganda,728,Female,30-39,yogera_text_audio_20240425_105728.985941_2303.wav,0.001388889,Central
Abalimi bayita mu mbeera ki eyo mu byalo?,Luganda,735,Female,30-39,yogera_text_audio_20240426_092320.124310_2408.wav,0.000833333,Central
We njogerera nninawo endokwa z'ebitooke kikumi.,Luganda,728,Female,30-39,yogera_text_audio_20240425_085200.071400_2031.wav,0.001388889,Central
Kigambibwa mbu e Gulu waliyo amasomero ga Gavumenti matono ddala.,Luganda,735,Female,30-39,yogera_text_audio_20240426_103722.802151_2150.wav,0.001388889,Central
Abantu abamu tebaagala kwegemesa kyokka nga balwadde.,Luganda,747,Female,30-39,yogera_text_audio_20240426_110021.467158_2237.wav,0.001111111,Central
Abalimi balina kukola ki okwewala okugengewala kwa muwogo?,Luganda,747,Female,30-39,yogera_text_audio_20240426_104326.907014_2076.wav,0.001388889,Central
Tewakyali njawulo wakati w'amasomero g'e kampala n'agomukyalo.,Luganda,742,Female,30-39,yogera_text_audio_20240426_124153.114533_2181.wav,0.001666667,Central
Ebyobulamu ebirungi biyamba abakyala okuyita obulungi mu biseera nga bali mbuto n'okuzaala obulungi.,Luganda,727,Female,30-39,yogera_text_audio_20240425_085102.897695_2243.wav,0.003611111,Central
Ettooke lyetaaga kuyunja na kambe akasala obulungi.,Luganda,735,Female,30-39,yogera_text_audio_20240426_092320.133354_2065.wav,0.001111111,Central
Abaana abasinga mu byaalo tebasomera mu ngatto.,Luganda,742,Female,30-39,yogera_text_audio_20240426_130957.781029_2138.wav,0.001111111,Central
Nnina okulunda ku ndiga nga ssinnafa.,Luganda,727,Female,30-39,yogera_text_audio_20240425_083908.061889_2088.wav,0.001388889,Central
Oyo awulira nti tayagala balimi ayogere.,Luganda,742,Female,30-39,yogera_text_audio_20240426_102622.884688_2417.wav,0.001111111,Central
Abayizi abasula mu bisulo tebeebaka kiseera kimala obudde bwekiro.,Luganda,735,Female,30-39,yogera_text_audio_20240426_092755.425375_2155.wav,0.001666667,Central
Obuzibu abazadde abasinga balowooza ebisale by'essomero tebirina kwongezebwa.,Luganda,727,Female,30-39,yogera_text_audio_20240425_081724.653521_2131.wav,0.002222222,Central
